Ticker,Exchange,Sector,Industry,MarketCap,ProfitMargin,TradingAge
SPRB,NCM,Healthcare,Biotechnology,80127312.0,0.0,6
GPUS,ASE,Industrials,Aerospace & Defense,65029880.0,-0.3879,30
FLD,NCM,Financial Services,Capital Markets,57804300.0,-2.1888099,4
LOOP,NGM,Basic Materials,Specialty Chemicals,65255700.0,-0.24332,9
MCHX,NMS,Communication Services,Advertising Agencies,58834396.0,-0.10384,22
PVL,NYQ,Energy,Oil & Gas E&P,63690000.0,0.60183996,15
YTRA,NCM,Consumer Cyclical,Travel Services,66420308.0,-0.0124,10
EXOZ,NCM,Healthcare,Biotechnology,60565868.0,0.0,2
TISI,NYQ,Industrials,Specialty Business Services,67473600.0,-0.05489,46
STG,NYQ,Consumer Defensive,Education & Training Services,62354076.0,0.18938999,8
SJ,NCM,Communication Services,Internet Content & Information,58849496.0,0.01316,7
VOC,NYQ,Energy,Oil & Gas E&P,61540000.0,0.87747,15
DDC,ASE,Consumer Defensive,Packaged Foods,58882160.0,-0.33428,3
DMNIF,PNK,,,63712484.0,0.0,2
AURE,NCM,Financial Services,Capital Markets,61931908.0,0.0,3
KRFG,OQB,Industrials,Electrical Equipment & Parts,61927452.0,-1.76146,31
CCTC,PNK,,,63052524.0,,15
FFAI,NCM,Consumer Cyclical,Auto Manufacturers,55412468.0,0.0,6
OM,NMS,Healthcare,Medical Devices,61527060.0,-0.68343,6
IBAC,NCM,Financial Services,Shell Companies,61876884.0,0.0,2
FSP,ASE,Real Estate,REIT - Office,59476780.0,-0.41955003,21
VRM,NGM,Financial Services,Credit Services,61459508.0,-0.14949,1
IFRX,NMS,Healthcare,Biotechnology,63682300.0,0.0,9
TGE,NYQ,Financial Services,Asset Management,58153288.0,0.1304,1
JANL,OQX,Industrials,Integrated Freight & Logistics,61370092.0,0.02554,23
HTCO,NCM,Industrials,Marine Shipping,59156448.0,-0.1001,5
MNY,NGM,Communication Services,Internet Content & Information,57528556.0,-0.34537,6
KSCP,NCM,Industrials,Security & Protection Services,58430188.0,-2.5609,4
CTOR,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,56769788.0,0.0,4
EDVR,OQX,Financial Services,Banks - Regional,60979000.0,0.18892,8
VHC,NCM,Technology,Software - Infrastructure,59837860.0,0.0,27
HAIN,NMS,Consumer Defensive,Packaged Foods,52775784.0,-0.36118,32
MLCI,NGM,Financial Services,Asset Management,58457640.0,-0.12473,43
AUXXF,OQX,Basic Materials,Gold,59623388.0,0.0,5
ELTK,NCM,Technology,Electronic Components,60310460.0,0.01595,29
GNS,ASE,Consumer Defensive,Education & Training Services,55304348.0,0.0,4
IMMP,NGM,Healthcare,Biotechnology,58167776.0,0.0,14
SLSN,NCM,Consumer Defensive,Household & Personal Products,62072424.0,0.0172,29
LFVN,NCM,Consumer Defensive,Packaged Foods,59744988.0,0.03742,32
LFS,NCM,Communication Services,Entertainment,68017608.0,0.03665,1
EDSA,NCM,Healthcare,Biotechnology,61358984.0,0.0,16
WFCF,NCM,Industrials,Specialty Business Services,66557540.0,0.06171,20
FSEA,NCM,Financial Services,Banks - Regional,60685928.0,-0.14682001,7
SYHBF,OQX,Basic Materials,Other Industrial Metals & Mining,60288028.0,0.0,5
RGS,NGM,Consumer Cyclical,Personal Services,58246512.0,0.50789,35
OKUR,NGM,Healthcare,Biotechnology,57292240.0,0.0,5
IZEA,NCM,Communication Services,Internet Content & Information,63276840.0,0.00135,14
CRT,NYQ,Energy,Oil & Gas E&P,58320000.0,0.79108,34
NOMA,NCM,Consumer Cyclical,Leisure,61755744.0,-2.14319,1
CDAQF,PNK,Financial Services,Shell Companies,59630868.0,0.0,5
AASP,PNK,Financial Services,Shell Companies,55149720.0,0.0,21
RTGN,OQB,Healthcare,Medical Devices,59535872.0,0.0,4
POSC,PNK,Healthcare,Medical Devices,61897792.0,0.0,27
TCRX,NGM,Healthcare,Biotechnology,59177688.0,0.0,5
ELBM,NCM,Basic Materials,Other Industrial Metals & Mining,56162312.0,0.0,5
NXXT,NCM,Utilities,Utilities - Renewable,62018200.0,-0.86054003,5
YIBO,NCM,Technology,Computer Hardware,59234220.0,-0.03551,2
MYPS,NGM,Communication Services,Electronic Gaming & Multimedia,62046432.0,-0.12182,6
APWC,NCM,Industrials,Electrical Equipment & Parts,57106952.0,0.00559,23
UMEW,PNK,Consumer Defensive,Packaged Foods,58955792.0,-2.5567799,26
GMM,NCM,Technology,Information Technology Services,58271904.0,-0.34505,3
MDNC,OQX,Healthcare,Medical Devices,58777740.0,0.20476,3
RRGB,NMS,Consumer Cyclical,Restaurants,57115332.0,-0.01924,24
LUNG,NMS,Healthcare,Medical Devices,57442600.0,-0.59674,6
SDM,NCM,Communication Services,Advertising Agencies,58691252.0,-1.0173401,1
NSTS,NCM,Financial Services,Banks - Regional,58166736.0,-0.058080003,4
NRXP,NCM,Healthcare,Biotechnology,58963828.0,0.0,9
CHEV,PNK,Industrials,Electrical Equipment & Parts,58358640.0,0.0,15
RMCO,NCM,Financial Services,Asset Management,51932724.0,-0.09174,5
ESGH,OQB,Consumer Defensive,Farm Products,58273804.0,0.04059,3
MOBX,NCM,Technology,Semiconductors,49652252.0,0.0,5
MPU,ASE,Communication Services,Entertainment,58879248.0,-0.53394,28
SFCX,PNK,Technology,Software - Application,58021680.0,0.0,5
ZOOZ,NCM,Consumer Cyclical,Specialty Retail,55272584.0,0.0,2
TLGYF,PNK,Financial Services,Shell Companies,64741508.0,0.0,4
CATO,NYQ,Consumer Cyclical,Apparel Retail,57863416.0,-0.013789999,39
GMHS,NCM,Communication Services,Electronic Gaming & Multimedia,58122756.0,0.03723,3
SELF,NCM,Real Estate,REIT - Specialty,57598268.0,0.14136,29
TIL,NCM,Healthcare,Biotechnology,57985896.0,0.0,5
MREO,NCM,Healthcare,Biotechnology,54423040.0,0.0,7
STKS,NCM,Consumer Cyclical,Restaurants,59672876.0,-0.114479996,12
YI,NGM,Healthcare,Medical Distribution,59371936.0,-0.0051499996,8
HYFT,NCM,Healthcare,Biotechnology,54161884.0,-0.43601,24
FNUC,NCM,Basic Materials,Other Industrial Metals & Mining,52636672.0,0.0,5
ISTKF,OQB,Technology,Software - Infrastructure,67066620.0,0.0,5
FMFG,PNK,Financial Services,Banks - Regional,56682900.0,0.2251,22
VATE,NYQ,Industrials,Engineering & Construction,54620248.0,-0.06346,17
UEIC,NMS,Technology,Consumer Electronics,56805952.0,-0.0505,33
BSPA,OQX,Financial Services,Banks - Regional,56442388.0,0.17086,27
GENK,NGM,Consumer Cyclical,Restaurants,60284380.0,-0.00612,3
REED,ASE,Consumer Defensive,Beverages - Non-Alcoholic,51504544.0,-0.44544998,20
ACTU,NGM,Healthcare,Biotechnology,54621820.0,0.0,2
ATVK,PNK,Industrials,Specialty Industrial Machinery,56142160.0,3.15949,0
CIGL,NCM,Industrials,Security & Protection Services,51812096.0,-0.2807,1
UCL,NGM,Communication Services,Telecom Services,53062028.0,0.077360004,6
DRIO,NCM,Healthcare,Health Information Services,53999720.0,-1.7109399,10
ICCC,NCM,Healthcare,Biotechnology,54908316.0,-0.03762,39
USPCY,PNK,Industrials,Aerospace & Defense,55574808.0,-0.46666,4
CVU,ASE,Industrials,Aerospace & Defense,52904816.0,-0.00787,34
JMM,NYQ,Financial Services,Asset Management,54692384.0,1.00358,38
SODI,PNK,Technology,Semiconductor Equipment & Materials,55067104.0,0.0017499999,27
MGX,NMS,Healthcare,Biotechnology,53421148.0,0.0,2
BEWFF,OQB,Technology,Communication Equipment,54427520.0,0.03402,5
AAME,NGM,Financial Services,Insurance - Life,51604988.0,0.024530001,46
MHUBF,OQB,Technology,Software - Application,48694788.0,0.0,5
SCLX,NCM,Healthcare,Drug Manufacturers - General,52888188.0,0.0,5
MXE,NYQ,Financial Services,Asset Management,53686068.0,0.97168,36
SNTL,OQB,Industrials,Building Products & Equipment,54852096.0,-1.97381,1
CTNT,NCM,Industrials,Integrated Freight & Logistics,56408940.0,0.0,3
ABVE,NGM,Consumer Defensive,Packaged Foods,35834292.0,-0.23358,2
GPGCF,OQX,Basic Materials,Gold,57053568.0,0.0,6
TRT,ASE,Technology,Semiconductor Equipment & Materials,50922768.0,-0.00221,34
BCHT,ASE,Industrials,Pollution & Treatment Controls,55010776.0,-0.19461,14
BLGO,OQX,Basic Materials,Chemicals,54357644.0,-1.5170599,19
USEG,NCM,Energy,Oil & Gas E&P,52538500.0,-2.10948,46
MASK,NCM,Technology,Software - Application,54297944.0,0.1582,1
EURK,NCM,Financial Services,Shell Companies,53855192.0,0.0,2
GROV,NYQ,Consumer Defensive,Household & Personal Products,57942716.0,-0.06744,5
HFBL,NCM,Financial Services,Banks - Regional,48394800.0,0.23030001,19
HANNF,PNK,Basic Materials,Other Industrial Metals & Mining,53105032.0,0.0,5
UBXG,NCM,Technology,Software - Infrastructure,51483048.0,-0.09161,2
ACRV,NGM,Healthcare,Biotechnology,52381508.0,0.0,4
LEAT,OQB,Consumer Cyclical,Leisure,53470940.0,0.04121,19
FRMM,NCM,Technology,Software - Application,53424372.0,0.0,9
EDRY,NCM,Industrials,Marine Shipping,55932084.0,-0.081590004,8
LPCN,NCM,Healthcare,Biotechnology,52192764.0,0.0,13
PETS,NMS,Healthcare,Pharmaceutical Retailers,51789200.0,-0.34695998,27
STSS,NCM,Healthcare,Medical Instruments & Supplies,51321860.0,0.0,4
OSTX,ASE,Healthcare,Biotechnology,54230100.0,0.0,2
IBATF,OQB,Basic Materials,Other Industrial Metals & Mining,52062644.0,0.0,5
OTH,ASE,Consumer Cyclical,Auto & Truck Dealerships,48925000.0,0.00086000003,1
SOGP,NCM,Communication Services,Internet Content & Information,53747200.0,0.00834,6
DSWL,NGM,Technology,Electronic Components,50514708.0,0.18993999,31
ECOR,NCM,Healthcare,Medical Devices,49974392.0,-0.47458,8
SPWH,NMS,Consumer Cyclical,Specialty Retail,51179860.0,-0.0305,12
PRTS,NCM,Consumer Cyclical,Auto Parts,52599716.0,-0.092130005,19
KLXE,NMS,Energy,Oil & Gas Equipment & Services,54486036.0,-0.12111,8
BEAT,NCM,Healthcare,Health Information Services,47251052.0,0.0,5
ARAY,NMS,Healthcare,Medical Devices,46586548.0,-0.081520006,19
ZYBT,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,33647876.0,-0.12597999,1
MDIA,NCM,Communication Services,Broadcasting,50030780.0,-0.29912,6
FTII,PNK,Financial Services,Shell Companies,51565332.0,0.0,4
CDIX,OQB,Healthcare,Medical Care Facilities,51541972.0,-0.47744,21
PLNH,OQX,Healthcare,Drug Manufacturers - Specialty & Generic,51407484.0,-0.79069,8
CNVS,NCM,Communication Services,Entertainment,49404092.0,-0.16665001,23
GGR,NCM,Consumer Cyclical,Auto Manufacturers,49121848.0,-0.28707,5
BIOF,OQB,Basic Materials,Specialty Chemicals,50515732.0,0.0,12
INVU,OQB,Technology,Software - Application,49107884.0,-0.03211,26
LINK,NCM,Technology,Electronic Components,51030024.0,-0.12093,24
HMR,NCM,Industrials,Marine Shipping,50810564.0,-0.54458,1
XBP,NCM,Technology,Software - Infrastructure,44421040.0,19.40818,5
KWM,NGM,Communication Services,Entertainment,51798036.0,0.0,1
ASFH,OQB,Technology,Information Technology Services,49968664.0,-0.01535,4
AVAI,OQB,Technology,Software - Application,51153336.0,0.0,6
BRAG,NMS,Consumer Cyclical,Gambling,53443900.0,-0.0706,8
OAKV,PNK,Financial Services,Banks - Regional,49470212.0,0.31056,14
FMY,NYQ,Financial Services,Asset Management,49356644.0,1.30456,21
BWEN,NCM,Industrials,Specialty Industrial Machinery,46854540.0,0.03317,21
SKLZ,NYQ,Communication Services,Electronic Gaming & Multimedia,41019260.0,-0.84009004,6
VTSI,NCM,Technology,Software - Application,49270648.0,0.0065200003,14
ALCY,NCM,Financial Services,Shell Companies,49781160.0,0.0,3
IBO,ASE,Healthcare,Biotechnology,84100560.0,0.0,2
KZR,NCM,Healthcare,Biotechnology,47087892.0,0.0,8
VIPRF,OQB,Basic Materials,Other Precious Metals & Mining,46467644.0,0.0,1
BREZ,,,,,,0
BOF,NCM,Consumer Defensive,Packaged Foods,46668400.0,-0.49752,3
SCWO,NCM,Industrials,Pollution & Treatment Controls,51790132.0,0.0,30
AIRG,NCM,Technology,Communication Equipment,58307964.0,-0.1241,10
SQNS,NYQ,Technology,Semiconductors,47987692.0,-0.81579,15
RDEXF,OQB,Basic Materials,Gold,46393736.0,0.0,17
BENF,NCM,Financial Services,Asset Management,54154312.0,0.0,5
LOAN,NCM,Real Estate,REIT - Mortgage,48499880.0,0.74174005,27
MRNO,NCM,Real Estate,Real Estate - Development,42069028.0,-1.6360899,4
LICN,NCM,Industrials,Specialty Business Services,48164136.0,-0.43203,3
RKHNF,PNK,Basic Materials,Other Precious Metals & Mining,49776532.0,0.0,15
MATH,NCM,Financial Services,Capital Markets,43841144.0,0.1889,9
AZASF,OQB,Basic Materials,Other Precious Metals & Mining,47078324.0,0.0,5
HCMC,PNK,Consumer Defensive,Tobacco,48126660.0,0.0,26
BKHA,NGM,Financial Services,Shell Companies,48098420.0,0.0,2
NTRB,NCM,Healthcare,Biotechnology,44925324.0,0.0,5
RLYB,NCM,Healthcare,Biotechnology,46919416.0,0.0,5
VRDR,OQB,Basic Materials,Agricultural Inputs,48055664.0,0.0,13
ACFN,NCM,Technology,Scientific & Technical Instruments,45417800.0,0.21868,34
BRIA,ASE,Consumer Cyclical,Apparel Retail,46000000.0,0.043720003,2
PLUT,NCM,Financial Services,Capital Markets,48813000.0,-1.96194,1
DOMH,NCM,Financial Services,Capital Markets,46396164.0,1.10858,46
JFU,NGM,Technology,Information Technology Services,49448000.0,0.80186,7
NKGFF,OQB,Basic Materials,Other Industrial Metals & Mining,47625844.0,0.0,7
APT,ASE,Industrials,Building Products & Equipment,45834420.0,0.059699997,27
PRPO,NCM,Healthcare,Diagnostics & Research,48845952.0,-0.055,9
IDXG,PNK,Healthcare,Diagnostics & Research,45698180.0,0.09064,2
ESHA,NCM,Financial Services,Shell Companies,47023692.0,0.0,3
DRYGF,OQX,Basic Materials,Other Precious Metals & Mining,42626920.0,0.0,2
EONR,ASE,Energy,Oil & Gas E&P,45311472.0,-0.12191,4
WYY,ASE,Technology,Information Technology Services,50444108.0,-0.015470001,28
EHTH,NMS,Financial Services,Insurance Brokers,45988044.0,0.072280005,20
ESLA,NCM,Healthcare,Biotechnology,43715596.0,0.0,5
ZBAI,NCM,Financial Services,Capital Markets,49297924.0,0.0,7
UAVS,ASE,Technology,Computer Hardware,42762836.0,-1.51702,19
PSIG,NCM,Industrials,Integrated Freight & Logistics,45702448.0,-0.06763,2
GIBO,NCM,Communication Services,Internet Content & Information,45121472.0,0.0,3
KANP,PNK,Real Estate,Real Estate - Development,45729560.0,0.0,19
INKT,NCM,Healthcare,Biotechnology,44171996.0,0.0,5
ALGS,NCM,Healthcare,Biotechnology,42138964.0,0.0,6
QSEP,PNK,Energy,Oil & Gas Equipment & Services,48370408.0,0.0,26
WBX,NYQ,Technology,Electronic Components,45001428.0,-0.7111,5
BGL,NGM,Basic Materials,Gold,36978904.0,0.0,1
TELO,NCM,Healthcare,Biotechnology,45382884.0,0.0,2
LSTA,NCM,Healthcare,Biotechnology,45251780.0,0.0,27
INIS,OQB,Healthcare,Drug Manufacturers - Specialty & Generic,47538860.0,-0.01643,29
TCBS,NCM,Financial Services,Banks - Regional,51213528.0,0.16492,5
ELUT,NCM,Healthcare,Medical Devices,47063332.0,4.34231,6
FCO,ASE,Financial Services,Asset Management,43394464.0,0.86774004,34
FGNX,NGM,Financial Services,Asset Management,44641212.0,-0.93289,12
SACH,ASE,Real Estate,REIT - Mortgage,47664980.0,0.32714,9
LITB,NYQ,Consumer Cyclical,Internet Retail,44317644.0,0.02475,13
SMXT,NCM,Technology,Solar,41644936.0,-0.18400998,2
SORA,NCM,Consumer Cyclical,Luxury Goods,45252480.0,-0.0275,1
ATOS,NCM,Healthcare,Biotechnology,45898916.0,0.0,14
ESAUF,OQB,Basic Materials,Other Precious Metals & Mining,42783100.0,0.0,13
ALAR,NCM,Technology,Software - Infrastructure,45636004.0,0.032780003,8
FSTJ,PNK,Financial Services,Shell Companies,43982044.0,0.01115,14
MLGO,NCM,Technology,Software - Infrastructure,40703988.0,0.11116,5
IEHC,OQX,Technology,Electronic Components,43429912.0,-0.03286,29
PXS,NCM,Energy,Oil & Gas Midstream,42782332.0,0.05114,11
MDAI,NCM,Healthcare,Medical Devices,47260900.0,-0.70636004,5
ELWT,NCM,Communication Services,Telecom Services,44154040.0,-0.08088,1
ICCM,NCM,Healthcare,Medical Devices,43336480.0,0.0,5
IXHL,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,41781256.0,0.0,4
XHG,NCM,Financial Services,Insurance Brokers,50970592.0,-2.04895,7
AIIO,NCM,Consumer Cyclical,Auto Manufacturers,38886584.0,0.0,6
BHM,ASE,Real Estate,REIT - Residential,43229952.0,0.02864,4
QETA,NGM,Financial Services,Shell Companies,43099112.0,0.0,3
LISMF,OQB,Basic Materials,Other Industrial Metals & Mining,43923784.0,0.0,5
CPIX,NMS,Healthcare,Drug Manufacturers - Specialty & Generic,42327252.0,-0.0637,17
POM,NGM,Healthcare,Pharmaceutical Retailers,38678636.0,-0.40588,1
LITS,NCM,Healthcare,Biotechnology,43020520.0,0.0,23
FKWL,NCM,Technology,Communication Equipment,41716352.0,0.00472,19
PSTV,NCM,Healthcare,Biotechnology,44218228.0,0.0,25
CNTY,NCM,Consumer Cyclical,Resorts & Casinos,41421516.0,-0.10719,33
YSXT,NCM,Industrials,Specialty Business Services,45448476.0,0.06093,2
RGCCF,OQB,Basic Materials,Gold,39508956.0,0.0,4
MGLD,ASE,Financial Services,Asset Management,55487700.0,-0.118549995,4
ROLR,ASE,Consumer Cyclical,Gambling,42471384.0,0.15455,2
HGBL,NCM,Financial Services,Capital Markets,42037280.0,0.07036,33
MIRA,NCM,Healthcare,Drug Manufacturers - General,38526000.0,0.0,3
FIEE,NCM,Technology,Communication Equipment,41679268.0,-0.56378,17
NAMI,NCM,Communication Services,Internet Content & Information,48850316.0,-0.066300005,2
BRFH,NCM,Consumer Defensive,Beverages - Non-Alcoholic,42033668.0,-0.24045,14
GOCO,NCM,Financial Services,Insurance Brokers,43645280.0,-0.26955,6
JG,NCM,Technology,Software - Application,46704448.0,0.00113,8
CDLX,NGM,Communication Services,Advertising Agencies,45419772.0,-0.44362998,8
GKOR,PNK,Basic Materials,Gold,42115608.0,0.0,32
LVLU,NCM,Consumer Cyclical,Apparel Retail,43490264.0,-0.15831,5
CPPMF,OQB,,,40214452.0,,3
MMCP,OQB,Financial Services,Mortgage Finance,42023492.0,-0.41437998,12
DUO,NCM,Real Estate,Real Estate Services,40090348.0,-0.061290003,7
TAOX,NCM,Technology,Software - Infrastructure,44317640.0,0.0,6
RDAC,NCM,Financial Services,Shell Companies,38246812.0,0.0,2
OFS,NMS,Financial Services,Asset Management,37514620.0,-0.81328005,14
NTWK,NCM,Technology,Software - Application,41594148.0,0.02707,28
WTHVF,OQB,Basic Materials,Gold,43764768.0,0.0,12
PLMJF,PNK,Financial Services,Shell Companies,82887848.0,0.0,5
SKBL,NCM,Industrials,Engineering & Construction,42362296.0,0.01581,1
MDWK,OQB,Financial Services,Shell Companies,41395876.0,-1.8271899,21
TETEF,PNK,Financial Services,Shell Companies,41293256.0,0.0,4
BAYA,NGM,Financial Services,Shell Companies,41421832.0,0.0,3
INCR,NGM,Healthcare,Drug Manufacturers - Specialty & Generic,42306948.0,-0.29174998,7
STI,NCM,Industrials,Electrical Equipment & Parts,41129576.0,0.0,4
PRT,NYQ,Energy,Oil & Gas E&P,40268576.0,0.8531,8
GRF,ASE,Financial Services,Asset Management,41106780.0,5.0450697,22
CNTM,OQX,Technology,Software - Application,40447284.0,-0.60153997,4
HCHL,NCM,Consumer Cyclical,Restaurants,40489920.0,-0.35728002,1
COHN,ASE,Financial Services,Capital Markets,35528608.0,0.05351,22
APLM,NCM,Healthcare,Biotechnology,39699972.0,0.0,5
RDI,NCM,Communication Services,Entertainment,41703368.0,-0.0654,43
NALG,PNK,Basic Materials,Other Industrial Metals & Mining,40966588.0,0.0,20
RDGL,OQB,Healthcare,Medical Devices,40556112.0,0.0,28
MSSAF,PNK,Financial Services,Shell Companies,40819036.0,0.0,4
ONMD,NCM,Healthcare,Health Information Services,38695204.0,0.0,5
RMTI,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,41375568.0,-0.07299,28
VTYB,OQX,Financial Services,Banks - Regional,40449196.0,0.14244,2
AIRE,NCM,Real Estate,Real Estate Services,39872208.0,0.0,3
SEOVF,PNK,Healthcare,Biotechnology,37628900.0,0.0,19
CMBM,NGM,Technology,Communication Equipment,51121292.0,-0.56975,7
LIVE,NCM,Consumer Cyclical,Home Improvement Retail,36061240.0,0.0502,24
SLND,ASE,Industrials,Engineering & Construction,49719056.0,-0.10079,5
QNTO,OQB,Financial Services,Banks - Regional,40255544.0,0.0135,19
MBBC,NCM,Financial Services,Banks - Regional,40141564.0,0.09603,5
CYPH,NCM,Financial Services,Asset Management,63408636.0,0.0,9
CTSO,NCM,Healthcare,Medical Devices,41450844.0,-0.27767,20
RDGT,NCM,Healthcare,Pharmaceutical Retailers,55405484.0,0.10348,17
YMT,NGM,Technology,Software - Application,34553312.0,-0.21658,1
SCYX,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,41640088.0,-0.41789,12
LGL,ASE,Technology,Scientific & Technical Instruments,38610128.0,0.22328,46
GLXZ,OQB,Consumer Cyclical,Gambling,39774720.0,-0.03021,16
MAMO,NCM,Consumer Cyclical,Recreational Vehicles,39030064.0,-0.01165,2
HYEX,OQB,Healthcare,Drug Manufacturers - Specialty & Generic,39646540.0,-0.32712,11
SAGGF,OQB,Basic Materials,Other Industrial Metals & Mining,39538128.0,0.0,15
GROW,NCM,Financial Services,Asset Management,36958520.0,0.0111,41
GRAN,NCM,Financial Services,Capital Markets,45578440.0,-0.09766,1
HOWL,NMS,Healthcare,Biotechnology,38152596.0,0.0,5
STKE,NMS,Financial Services,Capital Markets,37686840.0,0.0,5
ASTI,NCM,Technology,Solar,35850240.0,0.0,4
PMN,NCM,Healthcare,Biotechnology,37883016.0,0.0,19
CRVO,NCM,Healthcare,Biotechnology,37220052.0,0.0,18
VPLM,PNK,Communication Services,Telecom Services,38653620.0,0.0,16
KDKGF,OQB,Basic Materials,Gold,40618624.0,0.0,16
SLGB,NCM,Industrials,Integrated Freight & Logistics,35670000.0,0.01854,1
DYNR,OQX,Basic Materials,Other Precious Metals & Mining,38916760.0,0.04165,19
PTNT,,,,,,0
NDLS,NMS,Consumer Cyclical,Restaurants,35932776.0,-0.09199,13
JRSH,NCM,Consumer Cyclical,Apparel Manufacturing,36448828.0,0.011779999,8
GWH,NYQ,Industrials,Electrical Equipment & Parts,37696540.0,0.0,5
SMOFF,OQB,Basic Materials,Other Precious Metals & Mining,37714672.0,0.0,12
PRKR,OQB,Technology,Semiconductors,38554080.0,0.0,33
SNSE,NCM,Healthcare,Biotechnology,39818776.0,0.0,5
SPCB,NCM,Industrials,Security & Protection Services,38779428.0,0.15528,21
KFFB,NGM,Financial Services,Banks - Regional,34611148.0,0.08242,21
RPMT,OQB,Technology,Software - Infrastructure,41522264.0,0.0,16
AAPI,OQB,Consumer Cyclical,Gambling,37374520.0,0.0,24
FUSE,NGM,Technology,Software - Application,41092336.0,-1.0897,4
MCAG,PNK,Financial Services,Shell Companies,38096284.0,0.0,5
AXIL,ASE,Technology,Consumer Electronics,39727868.0,0.04953,2
FTEK,NCM,Industrials,Pollution & Treatment Controls,38078256.0,-0.08712,33
WAVE,NCM,Utilities,Utilities - Renewable,36861328.0,0.0,5
CREX,NCM,Technology,Software - Application,38604480.0,-0.20642,20
OAKU,NCM,Financial Services,Shell Companies,37743336.0,0.0,3
KNRX,ASE,Technology,Software - Application,38181008.0,-0.92846,1
ATRA,NMS,Healthcare,Biotechnology,40154540.0,0.27066,12
STRR,NMS,Industrials,Conglomerates,35034148.0,-0.03218,23
TLPH,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,38821152.0,0.0,15
CULP,NCM,Consumer Cyclical,Textile Manufacturing,35329168.0,-0.05005,43
SRXH,ASE,Consumer Defensive,Packaged Foods,36083128.0,0.0,16
OESX,NCM,Industrials,Electrical Equipment & Parts,37934796.0,-0.05618,19
IPWR,NCM,Technology,Semiconductors,38081576.0,0.0,13
ZDGE,ASE,Communication Services,Internet Content & Information,38604012.0,-0.060310002,10
RYM,NCM,Consumer Defensive,Tobacco,34944840.0,-1.9242599,5
RAVE,NCM,Consumer Cyclical,Restaurants,35386800.0,0.23038,33
RADX,NCM,Healthcare,Biotechnology,37799776.0,-2.8616102,2
EKSO,NCM,Healthcare,Medical Instruments & Supplies,37558036.0,-0.91374,12
RNXT,NCM,Healthcare,Biotechnology,36649916.0,0.0,5
KOSS,NCM,Technology,Consumer Electronics,34268504.0,-0.06807,46
CELU,NCM,Healthcare,Biotechnology,35182104.0,-1.98746,7
PXLW,NCM,Technology,Semiconductors,35941108.0,0.0,26
NMTC,NCM,Healthcare,Medical Devices,39540552.0,-0.58283,8
VERU,NCM,Healthcare,Biotechnology,36434228.0,0.0,27
BDCO,OQX,Energy,Oil & Gas Refining & Marketing,38051020.0,-0.02826,36
TPCS,NCM,Industrials,Metal Fabrication,35646104.0,-0.0343,19
PHUN,NCM,Technology,Software - Application,36337188.0,0.0,10
SPND,PNK,Energy,Oil & Gas E&P,36291040.0,-0.09932,27
PPSI,NCM,Industrials,Electrical Equipment & Parts,34950088.0,0.99797994,13
MKTW,NGM,Financial Services,Financial Data & Stock Exchanges,37823684.0,0.01713,6
HAFG,PNK,Financial Services,Capital Markets,36223356.0,-0.10155,18
GDHG,NCM,Consumer Cyclical,Leisure,33854244.0,-0.56209,3
INUV,ASE,Technology,Software - Application,36490040.0,-0.059109997,28
WELNF,PNK,Financial Services,Shell Companies,36030380.0,0.0,4
GLBS,NCM,Industrials,Marine Shipping,35401556.0,-0.03952,18
AWCA,PNK,Real Estate,Real Estate Services,32337078.0,-2.9391901,30
NXTC,NMS,Healthcare,Biotechnology,35568496.0,0.0,7
BCG,NGM,Financial Services,Asset Management,36525416.0,0.00587,2
TMDE,ASE,Energy,Oil & Gas Midstream,36054448.0,-0.0053899996,1
KPLT,NGM,Technology,Software - Infrastructure,34546672.0,0.00468,7
JETBF,PNK,,,35498208.0,,3
CXXIF,OQX,Healthcare,Drug Manufacturers - Specialty & Generic,35412052.0,-0.103319995,8
PSQH,NYQ,Technology,Software - Application,34326332.0,-2.00948,5
UNXP,,,,,,0
BRLS,NCM,Consumer Defensive,Packaged Foods,34341292.0,-0.65719,5
SRLZF,OQB,Basic Materials,Other Industrial Metals & Mining,34632604.0,0.0,16
TKRFF,OQX,Basic Materials,Other Industrial Metals & Mining,34750964.0,0.0,23
BTAI,NCM,Healthcare,Drug Manufacturers - Specialty & Generic,36768172.0,0.0,8
SSGC,PNK,Technology,Software - Infrastructure,34082840.0,0.0,5
BTM,NCM,Financial Services,Capital Markets,32689608.0,-0.009380001,4
EQTRF,OQB,Basic Materials,Gold,31843322.0,0.0,12
OPAD,NYQ,Real Estate,Real Estate Services,32627890.0,-0.08169,6
YXT,NGM,Technology,Software - Application,33762448.0,-0.58836,2
RYET,NCM,Consumer Defensive,Education & Training Services,35037004.0,-0.059320003,1
NTIP,ASE,Industrials,Specialty Business Services,32632112.0,0.0,23
HLEO,PNK,Industrials,Aerospace & Defense,35797908.0,-1.03991,3
TVRD,NCM,Healthcare,Biotechnology,33022330.0,0.0,12
SCOR,NMS,Technology,Software - Application,35912152.0,-0.02799,19
